word,spam,ham 
moorish,0,1
slogan,0,1
croûton,0,1
postnasal,0,1
analiese,0,1
driftwood,0,1
devlin,0,1
blip,2,1
joella,0,1
computationally,0,1
tenor man,0,1
tact,0,1
crank report,0,1
rawlings,0,1
neurology,1,2
vanny,0,1
coyotes,0,1
liberty think,0,1
masonite,0,2
vigilance,0,1
nathan,0,2
dreamland,0,1
mischief,1,1
mundane,0,3
gwendolyn,0,1
mister mittens,0,1
fiat,0,1
centrality,0,1
interstates,0,1
raven,0,2
the hiker,0,1
thoughtlessness,0,1
sch ray,0,1
bradburys,0,1
vagabond,0,2
maggie,0,1
underachiever,0,1
hon yaks,0,1
dodos,0,1
sick side,0,1
voluptuous,0,1
red shifter,0,1
clubbing,0,1
broadways,0,1
shawna,0,1
dart log,0,1
boiled,0,1
intoxicated,0,1
christine,0,2
exponential,0,1
deep fun,0,1
libraries,0,1
madelaine,0,2
sport show,0,1
addled,0,1
tattletale,0,2
randomness,0,2
stepson,0,1
win insider,0,1
lemming,0,1
tasty log,0,1
cranky,0,1
lineament,0,1
catheter,0,1
jamaal,0,1
web logging,0,1
hubba,0,7
sand moose,0,1
balloter,0,1
bing,0,2
hierarchic,0,1
blue oval,0,1
gromyko,1,1
bridal,0,1
alberich,0,4
idiolect,0,2
maud,0,1
lollipop,0,2
thyme wise,0,1
nacho,0,2
media geek,0,1
slipper,0,1
aston,0,1
gator,0,2
eustacia,0,2
cs of,0,1
flux,0,2
midnight,2,1
raff,0,1
shameless,0,1
mitch,0,1
pa cote,0,1
brain loaf,0,1
rory,1,3
perry,1,1
why bark,0,1
lilly,0,1
mufinella,0,1
gauthier,0,1
introspection,0,1
web junkies,0,1
wisc,0,1
manila sites,0,1
belly fuzz,0,1
oaten,0,1
higher ed,0,1
desmund,0,1
fenian,0,1
orbitals,0,1
hermosa,0,1
patch monkey,0,1
pundit,0,4
blowgun,0,3
punctilio,0,1
blake,0,1
char mantes,0,1
brina,0,1
paperhanger,0,2
delphinium,0,1
sardonic views,0,1
gateau,0,1
lightface,0,1
views,0,2
conjecturer,0,1
pentatonic,0,1
in vigor,0,1
vivid,1,2
squib log,0,1
spleen,0,1
grumpiness,0,1
share me,0,1
brevetting,1,1
net lex,0,1
winker,0,1
lucidity,0,1
laced,0,1
masterly,0,1
fledermaus,0,1
jack lewis,0,1
ronda,0,1
teeny,0,1
unspeakable,0,1
palestrina,0,1
stewarded,0,1
concatenate,0,2
prerequisite,0,3
textural,0,1
sadness,0,1
chronologically,0,1
hip smart,0,1
starry,0,1
tread,0,1
lightly,0,1
tequila,0,1
revolutionist,0,1
fredericton,0,1
batch elder,0,1
bunny mechanics,0,1
psychobiology,0,1
cluttered,0,2
marcie,0,2
bad attitudes,0,1
mechanic,0,2
deming,0,1
puck,0,1
agassiz,0,1
khabarovsk,0,1
hemmer,0,1
fish wrap,0,1
drollery,0,1
anesthesia,2,1
cits,0,1
casey,0,1
deb log,0,1
zebulon,1,1
lucina,0,1
nathalie,0,1
ineffectual,0,1
trans terrestrial,0,1
appurtenant,0,1
irishman,0,2
jennette,0,1
randomizer,0,1
criminal sports,0,5
numerologist,0,1
abracadabras,0,1
fascist,0,1
dateless,0,1
lynne,0,2
beatrice,2,1
cheese bikini,0,1
keisha,0,1
alexis,0,2
dixieland,0,1
hume,0,1
musk,0,1
adman,0,1
bernie,0,1
beloit,0,1
gazette,1,1
strange chord,0,1
perfecta,0,1
thrummed,0,1
internationalist,0,1
bubble butt,0,1
oddness,0,1
mus,1,2
caboose,0,1
theism,0,1
nettie,0,1
dungaree,0,1
hobbit,0,1
asleep,0,2
stevena,0,1
davenport,0,2
decaffeinated,0,1
princess,1,2
razz,0,1
kill girl,0,1
power head,0,1
voyager,0,1
illuminations,0,1
brood,0,2
convergence,0,1
liliana,0,1
undisturbed,0,1
ehrlich,0,1
episcopate,0,1
anthologize,0,1
blakelee,0,1
painfuller,0,1
deathwatch,0,1
hurtling,0,2
obscurity,0,2
rainy,0,2
thrill pick,0,1
depress,0,2
bikers,0,1
moonshine,0,1
glow logs,0,2
shade,1,2
contour,0,1
shulman,0,1
scribblings,0,1
knutsen,0,1
boy ink,0,1
sf net,0,1
barrymore,0,1
jimsonweed,0,1
healer,0,1
double cow,0,1
otherworldly,0,1
cepheus,0,1
paralysis,0,1
silly moose,0,1
aileron,0,1
unintelligibly,0,1
belmont,0,1
baronage,0,1
stonework,0,1
peepshow,0,2
petits,0,1
masseurs,0,1
waynesboro,0,2
turvy,0,1
clothespin,0,1
primordial,1,1
frivolity,0,1
bren,0,1
juryman,0,1
bryon,0,1
fart,0,1
blowzy,0,1
elnath,0,1
delirious,0,2
quilt,0,1
depot,0,1
parasitology,0,1
ophelia,0,1
job starts,0,1
gino,0,1
raffish,0,1
branding,0,1
phobia,0,1
rediscovered,0,1
hansel,0,1
particulates,0,1
fibrillate,0,2
detritus,0,1
thin bytes,0,1
code poetry,0,1
dictum,0,1
silliness,0,2
flock meal,0,1
paynes,0,1
breding,0,1
ask jewels,0,1
heart math,0,1
erring,0,1
marmalade,0,1
blow hard,0,1
oliver,0,1
weinstein,0,1
cods hit,0,1
ms teen,0,1
todd,0,1
dray ton,0,1
eye saw,0,1
secluded,0,1
taos,0,1
play land,0,1
hornblower,0,1
constrain,0,1
jackie,0,1
tree horn,0,1
logjam min,0,1
macon,1,4
obscured,0,1
westward,0,1
vault,0,1
journeyman,0,1
onanism,0,1
thickens,0,1
edith,0,1
spleen ville,0,1
domination,1,1
king nothing,0,1
blather,0,1
bobby child,0,1
torres,0,2
typewrite,0,1
sprung,0,2
windsurfer,0,1
starlit,0,1
happy palm,0,1
breathless,0,1
barn,0,2
arcturus,0,1
noggin,0,1
giovanna,0,1
heartbreak toy,0,1
britten,0,1
montessori,0,1
crafty,0,2
quibble,0,1
turnbuckle,0,1
trent,0,1
backlash,1,1
unfiltered,0,1
anarchistic,0,1
johnette,0,1
tripping,0,2
acid pixel,0,1
scribble,0,3
abashment,0,1
inartistic,0,1
fantastical,0,3
fumigator,0,1
bock,0,2
prehistories,0,1
belie,0,1
fabler,0,1
turbinate,0,1
garry,0,1
beak dip,0,1
jessamine,0,1
zip zaps,0,1
asher sky,0,1
laughingstock,1,1
gestation,0,1
semiramis,0,1
samaritans,0,1
californians,0,1
feel awesome,0,1
daugherty,0,1
revolving,0,1
drawable,0,1
bedside manner,0,1
dope,0,1
polyglot,0,1
zanuck,0,2
editorship,0,1
boreholes,0,1
bald,0,1
sarcasm,0,2
drizzling,0,1
tech economics,0,1
furry,0,2
human animal,0,1
limbic nutrition,0,1
trysted,0,1
dome,0,3
cat fight,0,1
vapor slave,0,1
naughty,1,1
foley,0,1
crawlspace,0,1
brilliantine,0,1
miguel,0,1
tripe writing,0,1
signal station,0,1
krista,0,1
lyon,0,3
myers,1,2
blondelle,0,1
flattering,0,1
laboredness,0,1
suicidal,0,1
squishy,0,1
web slice,0,1
spill,1,2
pseudo random,0,1
vier ck,0,1
docent,0,2
gotham,0,2
mantegna,0,1
enlightened,0,1
cheese log,0,1
yummy,0,2
tone cluster,0,1
raven wood,0,1
irenic,0,1
ember,0,1
sphagnum,0,1
ephemeris,0,1
bugaboo,0,1
scorpio,0,1
prattle,0,1
cybernetics,0,2
huddled,0,1
hooker dust,0,1
vicissitude,0,1
incredibleness,0,1
sergio,0,1
lopez,0,1
lemon odor,0,1
absolutist,0,1
deviance,0,2
cogitations,0,1
giles,1,1
puddle,0,2
penology,0,1
simonne,0,1
rufus,0,1
mute,0,2
wylie,1,1
landry,0,1
glove,1,1
americana,0,1
theologists,0,1
info dump,0,1
cowgirl,0,2
super judge,0,1
witchcraft,0,1
grueling,0,1
grumpy voices,0,1
clotures,0,1
post politics,0,1
stevenson,0,1
blended,0,1
horologist,0,1
puppet,0,3
sainthoods,0,1
retrenchment,0,2
bales,0,1
truer,0,1
gwalior,0,3
normals,0,1
morpheme,0,1
savoriest,0,1
carnal,0,1
silent reverie,0,1
bambie,0,1
imago,0,1
cubans,0,1
rabat,0,1
paralytically,0,1
sampson,0,1
med pundit,0,1
chili,0,1
erlenmeyer,0,1
blander,0,1
slicker,0,1
saba,0,1
dewayne,0,1
mickelson,0,2
web dog,0,1
bona,0,1
fide,0,1
spoiled,0,2
twentieths,0,1
praiseworthiness,0,1
desirabilia,0,2
quotable,0,2
news left,0,1
synergistic,0,1
green plastic,0,1
furness,0,1
quadruplet,0,1
bus kirk,0,1
shames,0,1
portmanteau,0,1
irremediableness,0,1
bran,0,1
tidbit,0,2
moonlight,0,1
illustrator,0,1
group ware,0,1
dump truck,0,1
janaya,0,1
stark,1,1
douglass,0,1
crook dimwit,0,1
machination,0,1
psychodrama,0,1
antony,0,1
wordbook,0,1
mama,0,1
raw brick,0,1
plums bitch,0,1
centralism,0,1
unsavory,0,1
lightning field,0,1
claire,1,1
drophead,0,1
abloom,0,4
backlogging,0,2
jinn,0,1
massimo,0,1
jaye,0,1
mulligan,0,1
the fridge,0,1
bookbind,0,2
piquantness,0,1
wicked intellect,0,1
chanson,0,1
globe mix,0,1
imperil,0,1
require dreading,0,1
amaranths,1,1
thenceforth,0,1
epitome,0,1
young beard,0,1
brotherliness,1,1
mercifulness,0,1
boogieing,0,1
markus,0,2
jay brewer,0,1
lund,0,1
wanderer,1,2
kinsley,0,1
garrard,0,1
dotard,0,1
motoring,0,1
suckles,0,1
vermicelli,0,1
business tarts,0,1
intolerance,0,1
pixel forge,0,1
fault line,0,1
ptarmigan,0,1
rhino,0,1
champion ville,0,1
grandee,0,1
repressed,0,1
solo nor,0,1
cataloger,0,1
canny,0,2
swans grove,0,1
cockeyed,0,1
absurdest,0,1
charlton,0,1
sticky string,0,1
ideogram,0,1
beastly,0,1
somebody dial,0,1
lilongwe,0,2
underwhelmed,0,2
overrated,0,1
pensioner,0,1
lunatic,0,1
postprandial,0,1
corvette,0,1
banjo,0,1
hostile territory,0,1
terrific,0,1
salted,0,2
blowfish,0,2
incunabula,0,1
saccharides,0,1
jupiter,0,1
iron hawk,0,1
kristin,1,1
verdict less,0,1
yuri,0,1
pasternak,0,1
salmonella,0,1
chunkiness,0,1
deadpan,0,1
jeffersonian,0,1
angst,0,2
interpolation,0,1
crape,0,1
center beam,0,1
artillerist,0,1
videophone,0,1
bumbling,0,1
morganica,0,1
remelts,0,1
tech fluid,0,1
saloon,0,1
svengali,0,1
hockey bird,0,1
caterwauling,0,1
politic,1,2
squidded,0,1
mouse musings,0,1
diabolic,0,1
nolie,0,1
irritate,0,1
hollandaise,0,1
heme,0,3
hangover,0,1
horoscope,0,2
presents,0,1
looper,0,1
glittery,0,1
kelley,0,2
tantrum,0,1
prov,0,1
volta,1,1
blab,0,1
sphinx,0,1
virtuosoes,0,1
lura,0,1
jersey dude,0,1
floggers,0,1
monodic,0,1
touchscreen,0,1
carmelita,0,1
chrism an,0,1
jagging,0,1
northfield,0,1
photo junkie,0,1
drool,0,1
antipodean,0,1
drivel,0,2
mermaid,0,1
ephemera,0,1
hypersonic,0,1
sedulous,0,1
redefining,0,1
pointlessness,0,2
sweater,0,1
boot bus,0,1
schuss man,0,1
zamora,1,1
stray,0,1
strut,0,1
withers,0,1
gravity lens,0,1
magnet box,0,1
web raw,0,1
gamer,0,2
infinite pink,0,1
ultraviolet,0,1
fore brain,0,1
web news,0,2
stitching,0,1
rem co,0,1
nonsupport,0,1
amity,0,1
greene,0,1
weaklier,0,1
loftiness,0,1
freethinker,0,1
travis,0,3
today'll,0,2
underthings,0,1
buffy,0,1
small ville,0,1
tiger bunny,0,1
web reference,0,1
lick me,0,1
yasmeen,0,1
kalila,0,1
entropy,0,2
taut,0,1
undecided,0,2
danseuses,0,1
robbers,0,1
ding,0,2
earls,0,6
all bee,0,1
digitalizes,0,1
o'sullivan,0,1
glitter,0,1
auric,0,1
aural is,0,1
angel baby,0,1
nikki,1,1
environ,0,1
neuron,0,1
hyper textual,0,1
frowning,0,1
histamine,0,1
crete,0,1
dot net,0,2
tench,0,1
bret,0,1
frog ware,0,1
raving,0,1
esteban,0,1
straighten,1,2
fitter,0,1
folded space,0,1
petrology,0,1
anything but,0,1
straightener,0,1
gendarme,0,1
illusionary,0,1
braden,0,1
vicegerent,0,1
testbed,0,3
bet ere,0,1
smallish,0,2
tuna puff,0,1
blue log,0,1
glen brook,0,1
cavernous,0,1
cora,0,1
curry,1,1
fungus,1,2
wiener,0,1
kaboom,0,1
sepia,0,1
combs,0,1
walkabout,0,1
vazquez,0,2
kimble,0,1
plastic boy,0,1
trash talk,0,1
free fall,0,1
shatter,0,1
quintus,0,1
geek goodies,0,1
frazzled,0,1
kiwanis,0,1
puck update,0,1
kaiser,0,1
trinketer,0,1
twiddly,0,1
underling,0,1
alia,0,1
toxicology,1,1
groupie,0,1
ataxia,0,1
wobbly,0,1
anti geek,0,1
torah,0,1
julie,2,1
shadowiness,0,1
clobber,0,1
nightclub,4,1
shamrock shire,0,1
storm crows,0,1
wend land,0,1
shinny,0,1
stomachache,0,1
river dogs,0,1
reforming,0,1
waterlily,0,1
foodie,0,1
phidias,0,1
soul breaking,0,1
undone,0,1
rouses,0,1
jaywalker,0,1
pares,0,1
sutherlan,0,1
innuendo,0,1
watermark,0,6
nooks,0,1
transistor,0,1
forthright,0,1
fibrillation,0,1
candle,0,1
red waterlily,0,1
loggings,0,1
thud factor,0,1
velvet,0,1
sst,0,2
precognitive,0,1
kindly rat,0,1
crawling,0,1
daveen,0,1
thanker,0,1
laurasia,0,1
station tenderness,0,1
jarrett,0,1
docents,0,1
grabbers,0,2
haugen,0,1
blackened,1,1
unfit,0,1
decadency,0,1
pluses,0,1
waster,0,1
fens,0,1
lioness,0,6
badger,0,1
gigawatt,1,1
bad log,0,1
devland,0,1
recycle,0,3
countries,1,1
gardening,0,1
handicraftsmen,0,1
tuberculoses,0,1
liana,0,1
clicker,0,1
vanderbilt,0,1
howells,0,1
optic gait,0,1
farads,0,1
ab log,0,1
callahan,0,1
test me,0,1
kamikaze,0,1
sunshine,0,1
quisling,0,1
preservationist,0,1
brantley,1,1
tomato,0,1
inquisition,0,1
aerobatics,0,1
vision tech,0,1
untidy,0,1
geriatric,1,1
delirium,0,1
quantum tunnels,0,1
new mark,0,1
me redesigns,0,1
silvers,0,1
slather,0,1
boneless,0,1
bongo,0,1
antic,0,1
polka,0,1
capella,0,1
peppy,0,1
olimpia,0,1
tutti,0,1
pied,0,1
despot,0,1
impresses,0,1
digitalis,0,1
selectiveness,0,1
local globe,0,1
garrulous,0,1
stoner,2,1
his method,0,1
saltier,0,1
foggy,0,1
bostonians,0,1
trance,0,1
gemini,0,1
cloudscapes,0,1
chiller,0,1
gerhard,0,1
frolicked,0,1
overture,0,2
polanski,0,1
barracuda,0,2
colorfully,0,1
curios,0,1
nguyen,2,2
recta's,0,1
hallelujah,0,1
mortal,1,1
sindbad,0,1
politico,0,1
my top,0,1
bluejacket,0,1
bodkin,0,1
plaice,0,1
fishy,0,1
daisy blossom,0,1
lukas,0,1
firefly,0,1
dark siren,0,1
jaded,0,2
gilt,0,1
lacquerer,0,1
crowfoot,0,1
dithering,0,1
bunsen,0,1
smithfield,0,1
wieland,0,2
playability,0,1
bustard,0,1
synthetic kiss,0,1
reflexions,0,1
irreflexive,0,1
gyrator,1,1
aili,0,2
fem man,0,1
brookside,0,1
runaway squirrels,0,1
mellifluous,0,1
audiophile,0,1
farrowed,0,1
heterodyne,0,1
lily,1,1
beat log,0,1
gamecock,0,2
gloppy,0,1
hypocrisy,0,1
plumbing,0,1
joshing,0,1
willy,0,2
bobbe,0,2
star thunder,0,1
ole,0,1
omnibus cortex,0,1
chaste,0,1
info box,0,1
trumpeter,0,1
est rat,0,1
reed maniac,0,1
prosaic,0,1
ritzier,0,1
internee,0,1
dirt bike,0,1
narwhal,0,2
matterhorn,0,1
unreadable,0,2
aloud,0,1
erratic,0,1
damon,1,1
life box,0,1
aubergine,0,1
johnathan,0,1
glimpse,0,7
brainwasher,0,1
fortnight,0,1
ambivalent,0,1
caret,0,1
tartar,0,1
chaos network,0,1
unfolded origami,0,1
mayhem,0,2
kayak,0,1
sisyphean,0,1
single tails,0,1
big frog,0,1
discoverable,0,1
buttercup,0,1
miasma,0,1
cunningly,0,1
prosed,0,1
chumping,0,1
clapper,0,1
gringo,0,2
checksumming,0,1
hallucinatory,0,1
weidman,0,1
raver,0,1
fatherhood,0,1
neile,0,1
rsi,0,1
skittish,0,1
gayle,0,1
briggs,0,1
roper,0,1
cubed,0,1
chicagoans,0,1
despair,0,1
probabilistic,0,1
nonstop,0,1
observations,0,1
mind gutter,0,1
nile,0,1
mopish,0,1
elderberry,0,1
boise,0,1
erotic on,0,1
creative technician,0,1
trivium,0,1
pisces,0,1
lemon dust,0,1
spanglish,0,2
curator,0,1
gumbos,0,1
divination,0,1
dumas,0,1
esoterically,0,1
evolving,0,3
anna,2,1
born famous,0,1
rowley,0,1
predestine,0,1
nerd alert,0,1
frayne,0,1
foolishness,0,1
his tech,0,1
shawnee,0,1
spar,0,1
raver nurse,0,1
slat,0,1
dope show,0,1
telegram,0,1
tangent orange,0,1
concrete eye,0,1
nuance,0,1
cynthia,0,1
scribe central,0,1
pixie lated,0,1
counterculture,0,1
wisteria,0,1
on ramps,0,1
incoherent,0,1
city cynic,0,1
con flux,0,1
namer,0,1
jenn,0,1
martinet,0,1
wanness,0,1
drowsy central,0,1
jaded turtle,0,1
arsenic,0,1
deep content,0,1
craziness,0,1
desensitized,0,1
web crumbs,0,1
penguin speak,0,1
fortissimo,0,1
snowy,1,1
cubicle,0,1
dweller,2,1
snack,0,1
managing chaos,0,1
sportscaster,0,1
watercolored,0,1
earl,2,1
chickenfeed,0,1
bird herder,0,1
baby grass,0,1
jettisoned,0,1
foggier,0,1
nos,0,1
web law,0,1
skelly,0,1
mistress,0,2
charlatanism,0,1
chelsea,0,1
twiddler,0,1
frosh,0,1
cote code,0,1
downhill,1,1
narcissist,0,1
web mink,0,2
peppermint,0,1
unacknowledged,0,1
story poems,0,1
mcfadden,1,1
mullet,0,1
jeremiah,0,1
mackintosh,0,1
neva,0,1
robson,0,1
booker dogs,0,1
sword,3,1
cakewalk,0,1
rapture phobia,0,1
oxblood,0,1
paracelsus,0,1
gainesville,0,1
gibberish,0,1
mars wire,0,1
spiritual activist,0,1
defenestration,0,1
help desk,0,1
weibull,0,4
prudent,2,1
spruce,3,0
vigorous,2,1
edible,2,0
heighten,1,0
permits,1,0
panels,0,1
bash script,0,3
rpm son,0,1
binder,2,1
bawdily,1,0
minuet,1,0
packet age,1,0
entrepreneurs according,0,2
homer,0,2
dub ya,0,2
yasmin,0,3
arafat,0,3
disparaging,0,2
anecdote,0,3
baroness,0,2
confided,2,2
gnome report,0,5
evan,0,5
locksmithing,0,2
exploring,0,2
confidant,0,1
meatier,0,1
gnome downloads,0,4
sherlock,0,1
gnome network,0,2
gnome terminal,0,1
gnome tome,0,1
arsenal,0,1
penguin tweaks,0,1
penguin core,0,1
gnome favorite,0,4
rake,0,4
smiling,0,2
artwork,0,1
apparel,0,2
gnome tip,0,4
reassign,0,1
nymphs,1,0
halifax,1,1
betrothal,0,1
nuptials,0,1
jayne,0,1
arising,3,0
net inst,0,1
unselected,0,1
problems me,0,1
iridium,0,2
blueish,1,1
greenish,1,1
harri,0,3
freaky,3,0
schoolgirl,1,2
entertained,1,0
boyfriend,1,0
gateaux,0,1
sniper,0,1
glitzy,0,2
compositor,0,1
scree non,0,2
bollard,0,2
liberated,0,2
scaler,0,2
liberator,0,2
av parameters,0,3
truncated,0,3
battered,0,2
bonham,0,1
beth,0,15
gays,0,2
surge,0,2
titan,0,1
squibb,0,1
probed,0,1
snag,0,1
fiduciary,0,1
unfair,1,1
impairment,0,1
balduin,0,2
genitives,0,2
lure,1,1
rothschild,0,1
emeritus,0,1
testing on,0,1
tomaso,0,1
cabriolet,0,1
trucking,0,1
touch pad,0,12
deviate,0,2
evader,0,2
third party,0,2
circular scrolling,0,2
maxtor,0,2
butterfingers,0,2
overwritten,0,2
eminent,0,2
upgrade once,0,1
react,0,2
rawhide,0,2
anaconda,1,1
problems hello,0,1
page region,0,3
incorrectly,0,3
page size,0,2
rejecting,0,1
dose,1,2
cocaine,0,1
demonstrator,0,1
lethal,0,3
adjustive,0,1
gavin,0,2
tons,0,1
obsoleted,0,1
skills restore,1,0
lechery,2,0
violently,1,0
window well,0,1
speculation,0,3
microsecond,0,2
rereads,0,1
bad atom,0,1
displeased,0,2
oncoming,0,1
tlingit,0,1
resolution on,0,1
paschal,0,1
allstate,0,2
barroom,0,2
trusting,0,2
newcomer,0,1
preprocessed,0,3
message the,0,1
boot up,0,2
levelheaded,0,1
razor home,0,2
mckee,1,2
disconnecting,0,1
data return,0,1
lyrics,0,1
jammed,0,1
fragmentariness,0,1
attest,0,1
lib mad,0,1
watches the,1,0
prestige,4,0
strapped,4,0
issues if,0,1
ritter,1,2
bobby,0,3
frier's,0,1
reg elm,0,1
austen,0,1
laster,0,24
disables,0,2
ff ff,0,4
file map,0,1
squelcher,0,1
diena,0,1
betrothed,0,1
steed,0,1
gehenna,0,1
neutron,0,1
dank,1,1
nadir,0,1
lineman,0,1
co debases,0,1
lawfully,0,1
heed,0,1
redistributable,0,2
outspread,0,1
prated,0,1
slater,0,1
bugbear,0,1
datafile,0,1
distributes,0,1
financed,2,0
aerosolize,2,1
decay,2,1
malthus,1,0
stale,2,0
should,1,1
achieving,2,0
descending,1,0
armory,2,0
fuselage,1,0
more college,1,0
chandler,1,1
compost,1,0
kroner,1,0
draw bar,1,0
schoolteacher,1,0
mentioning,1,1
octavian,1,0
positively,2,0
reggae fusion,1,0
lyrically,1,0
newfoundland,2,0
wheelchair,2,1
islamabad,1,0
barnard,1,0
artery,2,0
emission,3,0
brien,1,0
chirrup,1,0
parcel,1,0
elector,1,0
toasting,2,0
seismic,2,0
termite,1,0
willemstad,1,0
torpedo,1,0
ombudsman,1,0
best postal,1,0
fortunateness,1,0
trophic,1,0
choke hold,1,0
glastonbury,1,0
prevalence,1,0
olive,1,0
exclusionary,1,0
strained,1,1
tamarack,1,0
maegan,1,0
sinhalese,1,2
mario,1,0
sarajane,1,0
employing,1,0
spur,1,0
proletariat about,1,0
seine,1,1
statistical,3,0
redeemer,1,0
antwerp,1,1
rena,1,0
siberia,4,0
lavish,1,0
entries been,1,0
pisa,1,0
page all,1,0
esthetically,1,0
ticking,1,1
numbering,1,0
burdensome,1,0
conrad,2,0
taxonomy,3,1
corpuscular,1,0
arcs,2,0
advancement to,1,0
cecilia,3,0
continual,1,0
general engineer,1,0
ellison,1,0
plainfield,1,0
cherokee,1,0
andalusian,1,0
among myrtle,1,0
brazilian,2,0
kingston,1,0
administratively,1,0
kania,1,0
muscovite,1,0
taxation,4,0
solace,1,0
vols,1,0
beryl,1,0
dance hall,1,0
pollster,1,0
parody,1,1
mater,1,0
oligarchy,1,0
repertory,1,0
viii,1,1
ronstadt,1,0
to been,1,0
inviolable,1,0
burgher,1,0
speech section,1,0
nominee,1,0
questioned,1,2
kiele,1,0
decentralization,1,1
slovenliness,1,0
geographer,1,0
bundestag,2,0
the var,1,0
transcendentalist,1,0
sharpe,1,0
lighthouse,1,0
katrine,1,0
high tower,1,0
intermarriage,1,0
nutrition,1,1
donor,2,0
smart host,0,2
delivery hello,0,1
mail server,0,2
propensity,0,3
stator,0,9
troubleshoot,0,2
chlo,0,2
enhancements,0,2
bit mime,0,2
subgoals,0,2
jugful,0,3
frunze,0,2
mets,0,1
greets,0,1
pipelining,0,1
startles,0,1
independently,0,2
benedikt,0,1
specifying,0,3
korella,0,4
version on,0,2
sooner,1,2
remapping,0,1
rebooting,0,1
longish,0,1
actually reverses,2,0
proven discovery,2,0
krypton,1,0
vhs,2,2
country dear,1,0
sank oh,3,0
take great,1,0
the investment,1,0
will be,1,0
overseer,1,0
seagate,0,1
minefield,0,2
conclusive,0,1
flash player,0,1
overheating,0,1
smart cl,0,1
reconfiguring,0,2
lillis,0,1
quieter mart,0,1
unlinking,0,1
obj copy,0,1
amounting,0,1
lineup,0,6
wherewithal,0,2
av gas,0,2
harbor master,0,2
mooring,0,2
ephesus,0,1
input class,0,3
customizations,0,1
modularity,0,1
savvies,0,1
unsprung,0,14
authoritatively,0,2
irreverently,0,2
bailout,0,2
sank,0,2
consolation,0,2
retool,0,2
layover,0,2
pinching,0,2
tabs,0,2
uninvolved,0,2
balking,0,2
deferring,0,2
moaned,0,2
airplane,0,2
bailed,0,2
subsidy,0,2
swiss air,0,2
wilt,0,3
demise,0,2
auerbach,0,4
esther,0,1
worldliness,0,6
strangest,0,2
bedfellow,0,2
stuffed,0,2
bathtub,0,2
hometown,0,2
brier,0,2
dudley,1,2
rookery,0,2
hatch,0,3
deadpanned,0,2
soling,0,4
trans meta,0,2
upstart,0,2
therese,0,2
deserting,0,2
flex,0,2
pleads,0,2
cyclone,0,2
unchanged,0,3
news day,0,2
savviest,0,2
as brand,0,2
copy edited,0,2
doughy,0,2
cowpoke productions,0,2
counterman,0,2
will ya,0,2
imagines,0,2
leaf node,0,5
net stat,0,1
loosening,0,1
speediness,0,1
correcting,0,1
next step,0,1
hack job,0,1
bastardized,0,2
insensitive,0,1
shoving,0,1
inherent,0,1
weirdness,0,2
net info,0,1
queasy,0,1
net time,0,2
twain,0,3
lapland,0,1
heroic,0,1
patriot,0,2
usurps,0,1
pulpit,0,2
prays,0,1
shreds,0,1
drown,0,1
shriek,1,1
wring,0,1
unavailing,0,1
roofless,0,1
desolated,0,1
imploring,0,1
thee,1,2
blight,0,1
protract,0,1
stain,0,1
beset,0,1
contrite,0,1
unsuitable,0,1
collaborative,0,1
abomination,0,1
motivation,0,3
smokable,4,0
herb,76,0
saliva,10,0
herbalist,5,0
supplementals,2,0
kathmandu,49,0
skiff,3,0
loyal,3,0
raga,65,0
dagger,69,0
stony,36,0
majestic,29,0
capillaries,31,0
supplemental,9,0
redefined,2,0
alkaloid,6,0
glyceride,5,0
herbs,7,0
substantiated,2,0
predecessors,1,0
depressive,4,0
regressive,4,0
uplifting,4,0
inhibits,2,0
inspires,11,0
contemplativeness,5,0
creativity,5,0
restful,2,0
ignited,2,0
stoked,2,0
sweetly,2,0
invasive,8,0
lingers,3,0
goodly,5,0
ganny,5,0
nepalese,2,0
stoking,4,0
prestigious,3,1
marvelously,4,0
amalgamation,5,0
comprised,5,0
factored,5,0
jiggers,3,0
structurally,2,0
reminiscent,2,2
euphonious,2,0
celebratory,3,0
relaxing,3,0
cerebral,2,0
signification,2,0
conglomerated,2,0
refined,5,0
drachma,5,0
havana,4,0
trike,2,0
flowering,10,0
diffuse,4,0
angelica,5,0
charita,2,0
laburnum,2,0
unicorn,2,0
palaver,2,0
hoes,2,0
dendrite,2,0
calla,4,0
budding,2,0
alma,3,0
crocus,5,0
goshawk,2,0
cannabis,15,0
mandatory,8,0
ethical,8,1
supersede,4,0
exaggeration,1,0
amazes,1,0
sweetness,1,0
inexpensively,1,0
aphrodisiac,27,0
erotic,3,0
intensifier,3,0
pros aka,23,0
gentle,24,0
ferocity,25,0
efficacious,2,0
mahjong's,6,0
suppressant,3,0
equivalence,16,0
spray,14,1
rapture,3,0
erogenous,2,0
prolongs,3,0
foreplay,2,0
orgasm,3,0
centering,1,0
holistically,3,0
herbaceous,6,0
vivaciously,1,0
mellow,3,0
generalization,4,0
accordance,4,1
taoist,2,0
interactiveness,2,0
precursor ship,2,0
interacting,2,0
prolific ate,1,0
demonstrative,3,0
efficaciousness,2,0
cordial,3,0
incredulously,2,0
prohibitive,1,1
suppression,3,0
magnanimously,2,0
multitude,1,0
thermodynamics,1,2
ligament,1,0
sinew,1,0
affliction,1,0
constriction,1,0
chi bang,3,0
physiological,1,0
discomfort,2,0
mobility,1,1
